,Unnamed: 0,checking_balance,months_loan_duration,credit_history,purpose,amount,savings_balance,employment_length,installment_rate,personal_status,other_debtors,residence_history,property,age,installment_plan,housing,existing_credits,default,dependents,telephone,foreign_worker,job,gender,res_split1,residence_history_in mnths,employment_length_in mnths,purpose_grped,GBFlag,job_grped,credit_history_grped,Age_grped,residence_history_in mnths_grped,employment_length_in mnths_grped,savings_balance_grped,months_loan_duration_grped,checking_balance_grped
195,195,97.0,9,critical,education,1501,78.0,18 years,2,single,none,2 years,other,34,none,own,2,1,1,2348664576.0,yes,mangement self-employed,female,2.0,24.0,216.0,education,Bad,Others,critical,"[34, 40)","[2.0, 132.0)","[84.0, inf)","[31.0, 155.0)","[3, 10)","[0.0, 102.0)"
999,999,194.0,45,critical,car (used),4576,128.0,,3,single,none,21 years,other,27,none,own,1,0,1,,yes,skilled employee,male,21.0,252.0,-500.0,Car,Good,skilled employee,critical,"[24, 34)","[240.0, inf)","[-inf, 3.0)","[31.0, 155.0)","[37, 73)","[102.0, inf)"
834,834,630.0,15,repaid,radio/tv,2327,38.0,2 months,2,single,none,4 years,real estate,25,none,own,1,1,1,,yes,unskilled resident,female,4.0,48.0,2.0,domestic appliance,Bad,unskilled resident,delayed/repaid,"[24, 34)","[2.0, 132.0)","[-inf, 3.0)","[31.0, 155.0)","[10, 16)","[102.0, inf)"
736,736,175.0,24,repaid,car (used),11560,1.0,3 years,1,single,none,21 years,other,23,none,rent,2,1,1,,yes,mangement self-employed,female,21.0,252.0,36.0,Car,Bad,Others,delayed/repaid,"[18, 24)","[240.0, inf)","[24.0, 36.0)","[0.0, 1.0)","[19, 31)","[102.0, inf)"
263,263,0.0,12,critical,education,2748,44.0,14 years,2,single,none,8 years,unknown/none,57,bank,for free,3,0,1,,yes,unskilled resident,female,8.0,96.0,168.0,education,Good,unskilled resident,critical,"[53, 76)","[2.0, 132.0)","[84.0, inf)","[31.0, 155.0)","[10, 16)","[-15.0, 0.0)"
443,443,0.0,12,repaid,education,719,32.0,13 years,4,single,none,10 years,other,41,bank,own,1,1,2,,yes,unskilled resident,male,10.0,120.0,156.0,education,Bad,unskilled resident,delayed/repaid,"[40, 45)","[2.0, 132.0)","[84.0, inf)","[31.0, 155.0)","[10, 16)","[-15.0, 0.0)"
675,675,0.0,30,critical,radio/tv,4530,19.0,5 years,4,single,none,16 years,other,26,none,rent,1,0,1,2343535426.0,yes,mangement self-employed,female,16.0,192.0,60.0,domestic appliance,Good,Others,critical,"[24, 34)","[132.0, 240.0)","[36.0, 84.0)","[1.0, 31.0)","[19, 31)","[-15.0, 0.0)"
304,304,0.0,48,critical,car (new),10127,943.0,1 years,2,single,none,8 months,unknown/none,44,bank,for free,1,1,1,,yes,skilled employee,male,8.0,8.0,12.0,Car,Bad,skilled employee,critical,"[40, 45)","[2.0, 132.0)","[3.0, 24.0)","[155.0, inf)","[37, 73)","[-15.0, 0.0)"
341,341,-7.0,21,repaid,furniture,3599,14.0,7 years,1,single,none,7 years,other,26,none,rent,1,0,1,,yes,unskilled resident,female,7.0,84.0,84.0,furniture,Good,unskilled resident,delayed/repaid,"[24, 34)","[2.0, 132.0)","[36.0, 84.0)","[1.0, 31.0)","[19, 31)","[-15.0, 0.0)"
966,966,188.0,27,critical,radio/tv,2520,691.0,1 years,4,single,none,0 months,building society savings,23,none,own,2,1,1,,yes,unskilled resident,male,0.0,0.0,12.0,domestic appliance,Bad,unskilled resident,critical,"[18, 24)","[-inf, 2.0)","[3.0, 24.0)","[155.0, inf)","[19, 31)","[102.0, inf)"
149,149,0.0,18,critical,radio/tv,1582,2657.0,13 years,4,single,none,11 years,other,46,none,own,2,0,1,,yes,skilled employee,male,11.0,132.0,156.0,domestic appliance,Good,skilled employee,critical,"[45, 53)","[2.0, 132.0)","[84.0, inf)","[155.0, inf)","[16, 19)","[-15.0, 0.0)"
124,124,62.0,18,repaid,furniture,1924,0.0,0 months,4,single,none,2 years,real estate,27,none,rent,1,1,1,,yes,skilled employee,female,2.0,24.0,0.0,furniture,Bad,skilled employee,delayed/repaid,"[24, 34)","[2.0, 132.0)","[-inf, 3.0)","[0.0, 1.0)","[16, 19)","[0.0, 102.0)"
786,786,0.0,22,repaid,radio/tv,2675,554.0,10 years,3,single,none,14 years,other,40,none,own,1,0,1,,yes,skilled employee,male,14.0,168.0,120.0,domestic appliance,Good,skilled employee,delayed/repaid,"[40, 45)","[132.0, 240.0)","[84.0, inf)","[155.0, inf)","[19, 31)","[-15.0, 0.0)"
50,50,14.0,24,delayed,furniture,2333,0.0,3 months,4,single,none,9 months,building society savings,29,bank,own,1,0,1,,yes,unskilled resident,male,9.0,9.0,3.0,furniture,Good,unskilled resident,delayed/repaid,"[24, 34)","[2.0, 132.0)","[-inf, 3.0)","[0.0, 1.0)","[19, 31)","[0.0, 102.0)"
353,353,-50.0,12,fully repaid,radio/tv,6199,64.0,1 years,4,single,none,0 months,building society savings,28,none,rent,2,1,1,2341566387.0,yes,skilled employee,male,0.0,0.0,12.0,domestic appliance,Bad,skilled employee,fully repaid,"[24, 34)","[-inf, 2.0)","[3.0, 24.0)","[31.0, 155.0)","[10, 16)","[-inf, -15.0)"
927,927,-3.0,48,repaid,car (used),10297,45.0,5 years,4,single,none,9 years,unknown/none,39,stores,for free,3,1,2,2344177340.0,yes,skilled employee,male,9.0,108.0,60.0,Car,Bad,skilled employee,delayed/repaid,"[34, 40)","[2.0, 132.0)","[36.0, 84.0)","[31.0, 155.0)","[37, 73)","[-15.0, 0.0)"
142,142,-39.0,27,repaid,radio/tv,3416,35.0,3 years,3,single,none,8 months,other,27,none,own,1,0,1,,yes,mangement self-employed,male,8.0,8.0,36.0,domestic appliance,Good,Others,delayed/repaid,"[24, 34)","[2.0, 132.0)","[24.0, 36.0)","[31.0, 155.0)","[19, 31)","[-inf, -15.0)"
470,470,150.0,24,repaid,radio/tv,3092,168.0,11 months,3,married,none,2 months,other,22,none,rent,1,1,1,2348009731.0,yes,skilled employee,male,2.0,2.0,11.0,domestic appliance,Bad,skilled employee,delayed/repaid,"[18, 24)","[-inf, 2.0)","[3.0, 24.0)","[155.0, inf)","[19, 31)","[102.0, inf)"
399,399,0.0,24,critical,radio/tv,1516,10197.0,1 years,4,single,none,,real estate,43,none,own,2,0,1,,yes,unskilled resident,female,,-500.0,12.0,domestic appliance,Good,unskilled resident,critical,"[40, 45)","[-inf, 2.0)","[3.0, 24.0)","[155.0, inf)","[19, 31)","[-15.0, 0.0)"
625,625,0.0,15,repaid,radio/tv,1979,0.0,11 years,4,single,none,1 months,other,35,none,own,1,0,1,,yes,skilled employee,male,1.0,1.0,132.0,domestic appliance,Good,skilled employee,delayed/repaid,"[34, 40)","[-inf, 2.0)","[84.0, inf)","[0.0, 1.0)","[10, 16)","[-15.0, 0.0)"
320,320,132.0,30,critical,car (new),4249,76.0,,4,married,none,5 months,other,28,none,own,2,1,1,,yes,mangement self-employed,male,5.0,5.0,-500.0,Car,Bad,Others,critical,"[24, 34)","[2.0, 132.0)","[-inf, 3.0)","[31.0, 155.0)","[19, 31)","[102.0, inf)"
19,19,0.0,24,repaid,radio/tv,3430,535.0,9 years,3,single,none,7 months,other,31,none,own,1,0,2,2340534057.0,yes,skilled employee,male,7.0,7.0,108.0,domestic appliance,Good,skilled employee,delayed/repaid,"[24, 34)","[2.0, 132.0)","[84.0, inf)","[155.0, inf)","[19, 31)","[-15.0, 0.0)"
809,809,119.0,15,fully repaid,car (new),1778,87.0,4 months,2,single,none,,real estate,26,none,rent,2,1,1,,yes,unemployed non-resident,female,,-500.0,4.0,Car,Bad,Others,fully repaid,"[24, 34)","[-inf, 2.0)","[3.0, 24.0)","[31.0, 155.0)","[10, 16)","[102.0, inf)"
790,790,103.0,21,repaid,business,1188,86.0,10 years,2,single,none,13 years,building society savings,39,none,own,1,1,2,,yes,skilled employee,female,13.0,156.0,120.0,Others,Bad,skilled employee,delayed/repaid,"[34, 40)","[132.0, 240.0)","[84.0, inf)","[31.0, 155.0)","[19, 31)","[102.0, inf)"
808,808,188.0,42,fully repaid this bank,car (used),9283,31.0,,1,single,none,9 months,unknown/none,55,bank,for free,1,0,1,2347071312.0,yes,mangement self-employed,male,9.0,9.0,-500.0,Car,Good,Others,fully repaid,"[53, 76)","[2.0, 132.0)","[-inf, 3.0)","[1.0, 31.0)","[37, 73)","[102.0, inf)"
407,407,-10.0,15,repaid,radio/tv,1053,92.0,7 months,4,married,none,6 months,real estate,27,none,own,1,0,1,,no,skilled employee,male,6.0,6.0,7.0,domestic appliance,Good,skilled employee,delayed/repaid,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[10, 16)","[-15.0, 0.0)"
537,537,71.0,18,critical,furniture,3612,19.0,11 years,3,single,none,17 years,building society savings,37,none,own,1,0,1,2344622805.0,yes,skilled employee,female,17.0,204.0,132.0,furniture,Good,skilled employee,critical,"[34, 40)","[132.0, 240.0)","[84.0, inf)","[1.0, 31.0)","[16, 19)","[0.0, 102.0)"
620,620,137.0,21,critical,business,3652,49.0,4 years,2,single,none,2 years,building society savings,27,none,own,2,0,1,,yes,skilled employee,male,2.0,24.0,48.0,Others,Good,skilled employee,critical,"[24, 34)","[2.0, 132.0)","[36.0, 84.0)","[31.0, 155.0)","[19, 31)","[102.0, inf)"
38,38,646.0,10,repaid,domestic appliances,1225,42.0,3 years,2,single,none,5 months,other,37,none,own,1,0,1,2347816684.0,yes,skilled employee,male,5.0,5.0,36.0,domestic appliance,Good,skilled employee,delayed/repaid,"[34, 40)","[2.0, 132.0)","[24.0, 36.0)","[31.0, 155.0)","[10, 16)","[102.0, inf)"
175,175,0.0,30,fully repaid this bank,car (used),7485,0.0,,4,single,none,,real estate,53,bank,own,1,1,1,2340939307.0,yes,mangement self-employed,female,,-500.0,-500.0,Car,Bad,Others,fully repaid,"[53, 76)","[-inf, 2.0)","[-inf, 3.0)","[0.0, 1.0)","[19, 31)","[-15.0, 0.0)"
245,245,0.0,24,repaid,business,1258,8.0,4 years,4,single,none,,real estate,25,none,own,1,0,1,2349190990.0,yes,skilled employee,male,,-500.0,48.0,Others,Good,skilled employee,delayed/repaid,"[24, 34)","[-inf, 2.0)","[36.0, 84.0)","[1.0, 31.0)","[19, 31)","[-15.0, 0.0)"
828,828,-30.0,36,repaid,car (used),8335,0.0,8 years,3,single,none,12 years,unknown/none,47,none,for free,1,1,1,,yes,skilled employee,male,12.0,144.0,96.0,Car,Bad,skilled employee,delayed/repaid,"[45, 53)","[132.0, 240.0)","[84.0, inf)","[0.0, 1.0)","[31, 37)","[-inf, -15.0)"
667,667,0.0,48,fully repaid this bank,business,3609,39.0,1 years,1,single,none,,real estate,27,stores,own,1,0,1,,yes,skilled employee,female,,-500.0,12.0,Others,Good,skilled employee,fully repaid,"[24, 34)","[-inf, 2.0)","[3.0, 24.0)","[31.0, 155.0)","[37, 73)","[-15.0, 0.0)"
754,754,0.0,12,delayed,repairs,1555,19749.0,13 years,4,single,none,13 years,unknown/none,55,none,for free,2,1,2,,yes,skilled employee,male,13.0,156.0,156.0,Others,Bad,skilled employee,delayed/repaid,"[53, 76)","[132.0, 240.0)","[84.0, inf)","[155.0, inf)","[10, 16)","[-15.0, 0.0)"
858,858,-46.0,15,repaid,car (new),3959,36.0,1 years,3,single,none,0 months,building society savings,29,none,own,1,1,1,2343472007.0,yes,skilled employee,female,0.0,0.0,12.0,Car,Bad,skilled employee,delayed/repaid,"[24, 34)","[-inf, 2.0)","[3.0, 24.0)","[31.0, 155.0)","[10, 16)","[-inf, -15.0)"
154,154,151.0,24,delayed,business,6967,112.0,6 years,4,single,none,7 years,other,36,none,rent,1,0,1,2346994228.0,yes,mangement self-employed,male,7.0,84.0,72.0,Others,Good,Others,delayed/repaid,"[34, 40)","[2.0, 132.0)","[36.0, 84.0)","[31.0, 155.0)","[19, 31)","[102.0, inf)"
287,287,109.0,48,delayed,others,7582,406.0,,2,single,none,16 years,unknown/none,31,none,for free,1,0,1,2342312871.0,yes,mangement self-employed,male,16.0,192.0,-500.0,Others,Good,Others,delayed/repaid,"[24, 34)","[132.0, 240.0)","[-inf, 3.0)","[155.0, inf)","[37, 73)","[102.0, inf)"
602,602,187.0,24,fully repaid this bank,education,1837,89.0,7 years,4,single,none,23 years,unknown/none,34,bank,for free,1,1,1,,yes,unskilled resident,female,23.0,276.0,84.0,education,Bad,unskilled resident,fully repaid,"[34, 40)","[240.0, inf)","[36.0, 84.0)","[31.0, 155.0)","[19, 31)","[102.0, inf)"
569,569,-13.0,48,repaid,radio/tv,6758,14.0,2 years,3,single,none,0 months,other,31,none,own,1,1,1,2348675631.0,yes,skilled employee,female,0.0,0.0,24.0,domestic appliance,Bad,skilled employee,delayed/repaid,"[24, 34)","[-inf, 2.0)","[3.0, 24.0)","[1.0, 31.0)","[37, 73)","[-15.0, 0.0)"
743,743,-9.0,24,fully repaid this bank,furniture,2483,940.0,2 years,4,single,none,6 years,real estate,22,stores,own,1,0,1,2341563802.0,yes,skilled employee,male,6.0,72.0,24.0,furniture,Good,skilled employee,fully repaid,"[18, 24)","[2.0, 132.0)","[3.0, 24.0)","[155.0, inf)","[19, 31)","[-15.0, 0.0)"
17,17,-34.0,30,fully repaid,business,8072,0.0,3 months,2,single,none,3 years,other,25,bank,own,3,0,1,,yes,skilled employee,male,3.0,36.0,3.0,Others,Good,skilled employee,fully repaid,"[24, 34)","[2.0, 132.0)","[-inf, 3.0)","[0.0, 1.0)","[19, 31)","[-inf, -15.0)"
127,127,175.0,12,repaid,repairs,639,26.0,3 years,4,single,none,6 months,other,30,none,own,1,1,1,,yes,skilled employee,male,6.0,6.0,36.0,Others,Bad,skilled employee,delayed/repaid,"[24, 34)","[2.0, 132.0)","[24.0, 36.0)","[1.0, 31.0)","[10, 16)","[102.0, inf)"
322,322,-2.0,24,repaid,car (used),2910,65.0,4 years,2,single,none,,unknown/none,34,none,for free,1,0,1,2344259663.0,yes,mangement self-employed,male,,-500.0,48.0,Car,Good,Others,delayed/repaid,"[34, 40)","[-inf, 2.0)","[36.0, 84.0)","[31.0, 155.0)","[19, 31)","[-15.0, 0.0)"
255,255,100.0,60,delayed,radio/tv,7418,0.0,3 years,1,single,none,,real estate,27,none,own,1,0,1,,yes,unskilled resident,male,,-500.0,36.0,domestic appliance,Good,unskilled resident,delayed/repaid,"[24, 34)","[-inf, 2.0)","[24.0, 36.0)","[0.0, 1.0)","[37, 73)","[0.0, 102.0)"
657,657,0.0,48,repaid,radio/tv,10222,0.0,7 years,4,single,none,3 years,other,37,stores,own,1,0,1,2341373912.0,yes,skilled employee,male,3.0,36.0,84.0,domestic appliance,Good,skilled employee,delayed/repaid,"[34, 40)","[2.0, 132.0)","[36.0, 84.0)","[0.0, 1.0)","[37, 73)","[-15.0, 0.0)"
964,964,73.0,6,repaid,repairs,454,15.0,11 months,3,married,none,,building society savings,22,none,own,1,0,1,,yes,unskilled resident,male,,-500.0,11.0,Others,Good,unskilled resident,delayed/repaid,"[18, 24)","[-inf, 2.0)","[3.0, 24.0)","[1.0, 31.0)","[3, 10)","[0.0, 102.0)"
190,190,0.0,24,repaid,business,4591,18484.0,1 years,2,single,none,3 years,building society savings,54,none,own,3,1,1,2347269245.0,yes,mangement self-employed,male,3.0,36.0,12.0,Others,Bad,Others,delayed/repaid,"[53, 76)","[2.0, 132.0)","[3.0, 24.0)","[155.0, inf)","[19, 31)","[-15.0, 0.0)"
115,115,0.0,48,critical,radio/tv,3578,0.0,11 years,4,single,none,,real estate,47,none,own,1,0,1,2341371354.0,yes,skilled employee,male,,-500.0,132.0,domestic appliance,Good,skilled employee,critical,"[45, 53)","[-inf, 2.0)","[84.0, inf)","[0.0, 1.0)","[37, 73)","[-15.0, 0.0)"
616,616,168.0,60,delayed,radio/tv,9157,0.0,3 years,2,single,none,1 months,unknown/none,27,none,for free,1,0,1,,yes,mangement self-employed,male,1.0,1.0,36.0,domestic appliance,Good,Others,delayed/repaid,"[24, 34)","[-inf, 2.0)","[24.0, 36.0)","[0.0, 1.0)","[37, 73)","[102.0, inf)"
606,606,0.0,24,critical,business,4526,60.0,2 years,3,single,none,5 months,real estate,74,none,own,1,0,1,2341829220.0,yes,mangement self-employed,male,5.0,5.0,24.0,Others,Good,Others,critical,"[53, 76)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[19, 31)","[-15.0, 0.0)"
180,180,0.0,36,delayed,business,9572,5.0,9 months,1,divorced,none,,other,28,none,own,2,1,1,,yes,skilled employee,male,,-500.0,9.0,Others,Bad,skilled employee,delayed/repaid,"[24, 34)","[-inf, 2.0)","[3.0, 24.0)","[1.0, 31.0)","[31, 37)","[-15.0, 0.0)"
301,301,194.0,36,fully repaid,radio/tv,3804,78.0,3 years,4,single,none,,other,42,none,own,1,1,1,2346744466.0,yes,skilled employee,female,,-500.0,36.0,domestic appliance,Bad,skilled employee,fully repaid,"[40, 45)","[-inf, 2.0)","[24.0, 36.0)","[31.0, 155.0)","[31, 37)","[102.0, inf)"
759,759,-37.0,12,critical,car (new),691,64.0,19 years,4,single,none,2 years,building society savings,35,none,own,2,1,1,,yes,skilled employee,male,2.0,24.0,228.0,Car,Bad,skilled employee,critical,"[34, 40)","[2.0, 132.0)","[84.0, inf)","[31.0, 155.0)","[10, 16)","[-inf, -15.0)"
712,712,0.0,21,repaid,car (used),2476,0.0,19 years,4,single,none,12 years,real estate,46,none,own,1,0,1,2347715157.0,yes,mangement self-employed,male,12.0,144.0,228.0,Car,Good,Others,delayed/repaid,"[45, 53)","[132.0, 240.0)","[84.0, inf)","[0.0, 1.0)","[19, 31)","[-15.0, 0.0)"
723,723,9.0,9,repaid,radio/tv,790,534.0,1 years,4,single,none,1 years,real estate,66,none,own,1,0,1,,yes,unskilled resident,female,1.0,12.0,12.0,domestic appliance,Good,unskilled resident,delayed/repaid,"[53, 76)","[2.0, 132.0)","[3.0, 24.0)","[155.0, inf)","[3, 10)","[0.0, 102.0)"
685,685,0.0,60,repaid,car (new),6527,0.0,1 years,4,single,none,8 years,unknown/none,34,none,for free,1,0,2,2342224016.0,yes,skilled employee,male,8.0,96.0,12.0,Car,Good,skilled employee,delayed/repaid,"[34, 40)","[2.0, 132.0)","[3.0, 24.0)","[0.0, 1.0)","[37, 73)","[-15.0, 0.0)"
979,979,118.0,15,fully repaid this bank,car (new),1264,208.0,3 years,2,married,none,1 months,building society savings,25,none,rent,1,1,1,,yes,skilled employee,male,1.0,1.0,36.0,Car,Bad,skilled employee,fully repaid,"[24, 34)","[-inf, 2.0)","[24.0, 36.0)","[155.0, inf)","[10, 16)","[102.0, inf)"
517,517,0.0,36,critical,furniture,7127,52.0,0 months,2,single,none,15 years,building society savings,23,none,rent,2,1,1,2346817938.0,yes,skilled employee,female,15.0,180.0,0.0,furniture,Bad,skilled employee,critical,"[18, 24)","[132.0, 240.0)","[-inf, 3.0)","[31.0, 155.0)","[31, 37)","[-15.0, 0.0)"
984,984,0.0,24,critical,furniture,2028,5.0,4 years,2,single,none,6 months,building society savings,30,none,own,2,0,1,,yes,unskilled resident,male,6.0,6.0,48.0,furniture,Good,unskilled resident,critical,"[24, 34)","[2.0, 132.0)","[36.0, 84.0)","[1.0, 31.0)","[19, 31)","[-15.0, 0.0)"
45,45,0.0,11,critical,car (new),1393,75.0,1 months,4,single,none,5 years,other,35,none,own,2,0,1,,yes,mangement self-employed,female,5.0,60.0,1.0,Car,Good,Others,critical,"[34, 40)","[2.0, 132.0)","[-inf, 3.0)","[31.0, 155.0)","[10, 16)","[-15.0, 0.0)"
909,909,104.0,9,repaid,car (new),3195,0.0,1 years,1,single,none,8 months,real estate,33,none,own,1,0,1,,yes,unskilled resident,female,8.0,8.0,12.0,Car,Good,unskilled resident,delayed/repaid,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[0.0, 1.0)","[3, 10)","[102.0, inf)"
157,157,-34.0,12,fully repaid this bank,retraining,339,9.0,10 years,4,married,none,,other,45,bank,own,1,0,1,,yes,unskilled resident,male,,-500.0,120.0,Others,Good,unskilled resident,fully repaid,"[45, 53)","[-inf, 2.0)","[84.0, inf)","[1.0, 31.0)","[10, 16)","[-inf, -15.0)"
851,851,0.0,24,critical,car (used),4042,0.0,7 years,3,single,none,6 years,building society savings,43,none,own,2,0,1,2349175366.0,yes,skilled employee,male,6.0,72.0,84.0,Car,Good,skilled employee,critical,"[40, 45)","[2.0, 132.0)","[36.0, 84.0)","[0.0, 1.0)","[19, 31)","[-15.0, 0.0)"
171,171,0.0,12,repaid,furniture,763,89.0,3 years,4,single,none,,real estate,26,none,own,1,0,1,2346731504.0,yes,skilled employee,female,,-500.0,36.0,furniture,Good,skilled employee,delayed/repaid,"[24, 34)","[-inf, 2.0)","[24.0, 36.0)","[31.0, 155.0)","[10, 16)","[-15.0, 0.0)"
16,16,0.0,24,critical,radio/tv,2424,0.0,17 years,4,single,none,7 years,building society savings,53,none,own,2,0,1,,yes,skilled employee,male,7.0,84.0,204.0,domestic appliance,Good,skilled employee,critical,"[53, 76)","[2.0, 132.0)","[84.0, inf)","[0.0, 1.0)","[19, 31)","[-15.0, 0.0)"
511,511,0.0,36,repaid,car (used),4686,83.0,2 years,2,single,none,11 months,unknown/none,32,none,for free,1,0,1,2342070880.0,yes,mangement self-employed,male,11.0,11.0,24.0,Car,Good,Others,delayed/repaid,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[31, 37)","[-15.0, 0.0)"
48,48,0.0,11,critical,car (new),7228,99.0,1 years,1,single,none,8 years,building society savings,39,none,own,2,0,1,,yes,unskilled resident,male,8.0,96.0,12.0,Car,Good,unskilled resident,critical,"[34, 40)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[10, 16)","[-15.0, 0.0)"
971,971,0.0,24,repaid,car (new),7393,98.0,2 years,1,single,none,24 years,building society savings,43,none,own,1,0,2,,yes,unskilled resident,male,24.0,288.0,24.0,Car,Good,unskilled resident,delayed/repaid,"[40, 45)","[240.0, inf)","[3.0, 24.0)","[31.0, 155.0)","[19, 31)","[-15.0, 0.0)"
940,940,0.0,12,repaid,car (new),3527,0.0,2 months,2,single,none,1 years,building society savings,45,none,own,1,0,2,2344746210.0,yes,mangement self-employed,male,1.0,12.0,2.0,Car,Good,Others,delayed/repaid,"[45, 53)","[2.0, 132.0)","[-inf, 3.0)","[0.0, 1.0)","[10, 16)","[-15.0, 0.0)"
515,515,-32.0,6,critical,car (new),609,65.0,6 years,4,single,none,3 years,building society savings,37,none,own,2,0,1,,no,skilled employee,female,3.0,36.0,72.0,Car,Good,skilled employee,critical,"[34, 40)","[2.0, 132.0)","[36.0, 84.0)","[31.0, 155.0)","[3, 10)","[-inf, -15.0)"
952,952,124.0,24,repaid,car (used),4113,595.0,0 months,3,single,none,11 years,other,28,none,rent,1,1,1,,yes,skilled employee,female,11.0,132.0,0.0,Car,Bad,skilled employee,delayed/repaid,"[24, 34)","[2.0, 132.0)","[-inf, 3.0)","[155.0, inf)","[19, 31)","[102.0, inf)"
480,480,167.0,12,critical,radio/tv,3573,31.0,3 years,1,single,none,,real estate,23,none,own,1,0,1,,yes,unskilled resident,female,,-500.0,36.0,domestic appliance,Good,unskilled resident,critical,"[18, 24)","[-inf, 2.0)","[24.0, 36.0)","[1.0, 31.0)","[10, 16)","[102.0, inf)"
283,283,0.0,15,critical,furniture,1520,0.0,11 years,4,single,none,10 years,building society savings,63,none,own,1,0,1,,yes,skilled employee,male,10.0,120.0,132.0,furniture,Good,skilled employee,critical,"[53, 76)","[2.0, 132.0)","[84.0, inf)","[0.0, 1.0)","[10, 16)","[-15.0, 0.0)"
718,718,935.0,24,critical,radio/tv,3148,0.0,3 years,3,single,none,7 months,other,31,none,own,2,0,1,2348912972.0,yes,skilled employee,male,7.0,7.0,36.0,domestic appliance,Good,skilled employee,critical,"[24, 34)","[2.0, 132.0)","[24.0, 36.0)","[0.0, 1.0)","[19, 31)","[102.0, inf)"
877,877,0.0,36,repaid,radio/tv,3595,61.0,9 years,4,single,none,3 months,other,28,none,own,1,0,1,,yes,skilled employee,male,3.0,3.0,108.0,domestic appliance,Good,skilled employee,delayed/repaid,"[24, 34)","[2.0, 132.0)","[84.0, inf)","[31.0, 155.0)","[31, 37)","[-15.0, 0.0)"
225,225,0.0,36,fully repaid,repairs,2613,42.0,1 years,4,single,none,9 months,other,27,none,own,2,0,1,,yes,skilled employee,male,9.0,9.0,12.0,Others,Good,skilled employee,fully repaid,"[24, 34)","[2.0, 132.0)","[3.0, 24.0)","[31.0, 155.0)","[31, 37)","[-15.0, 0.0)"
26,26,0.0,6,fully repaid,radio/tv,426,67.0,10 years,4,married,none,14 years,other,39,none,own,1,0,1,,yes,unskilled resident,male,14.0,168.0,120.0,domestic appliance,Good,unskilled resident,fully repaid,"[34, 40)","[132.0, 240.0)","[84.0, inf)","[31.0, 155.0)","[3, 10)","[-15.0, 0.0)"
954,954,-47.0,12,repaid,car (new),1893,73.0,2 years,4,single,guarantor,21 years,building society savings,29,none,own,1,0,1,2348406328.0,yes,skilled employee,female,21.0,252.0,24.0,Car,Good,skilled employee,delayed/repaid,"[24, 34)","[240.0, inf)","[3.0, 24.0)","[31.0, 155.0)","[10, 16)","[-inf, -15.0)"
437,437,0.0,24,critical,car (new),1287,18318.0,12 years,4,single,none,5 years,real estate,37,none,own,2,0,1,2348554603.0,yes,skilled employee,female,5.0,60.0,144.0,Car,Good,skilled employee,critical,"[34, 40)","[2.0, 132.0)","[84.0, inf)","[155.0, inf)","[19, 31)","[-15.0, 0.0)"
951,951,-28.0,36,delayed,business,2145,70.0,7 years,2,single,none,,other,24,none,own,2,1,1,2345429028.0,yes,skilled employee,male,,-500.0,84.0,Others,Bad,skilled employee,delayed/repaid,"[24, 34)","[-inf, 2.0)","[36.0, 84.0)","[31.0, 155.0)","[31, 37)","[-inf, -15.0)"
364,364,-15.0,18,repaid,furniture,2473,97.0,,4,single,none,,other,25,none,own,1,1,1,,yes,unemployed non-resident,male,,-500.0,-500.0,furniture,Bad,Others,delayed/repaid,"[24, 34)","[-inf, 2.0)","[-inf, 3.0)","[31.0, 155.0)","[16, 19)","[-inf, -15.0)"
229,229,-29.0,24,repaid,furniture,3149,71.0,8 months,4,single,none,,unknown/none,22,bank,for free,1,0,1,,yes,skilled employee,male,,-500.0,8.0,furniture,Good,skilled employee,delayed/repaid,"[18, 24)","[-inf, 2.0)","[3.0, 24.0)","[31.0, 155.0)","[19, 31)","[-inf, -15.0)"
37,37,884.0,18,repaid,radio/tv,2100,4.0,1 years,4,single,co-applicant,11 months,real estate,37,stores,own,1,1,1,,yes,skilled employee,male,11.0,11.0,12.0,domestic appliance,Bad,skilled employee,delayed/repaid,"[34, 40)","[2.0, 132.0)","[3.0, 24.0)","[1.0, 31.0)","[16, 19)","[102.0, inf)"
965,965,42.0,30,repaid,radio/tv,1715,0.0,3 years,4,single,none,,other,26,none,own,1,0,1,,yes,skilled employee,female,,-500.0,36.0,domestic appliance,Good,skilled employee,delayed/repaid,"[24, 34)","[-inf, 2.0)","[24.0, 36.0)","[0.0, 1.0)","[19, 31)","[0.0, 102.0)"
374,374,39.0,60,fully repaid this bank,others,14782,322.0,16 years,3,single,none,6 years,unknown/none,60,bank,for free,2,1,1,2344017386.0,yes,mangement self-employed,female,6.0,72.0,192.0,Others,Bad,Others,fully repaid,"[53, 76)","[2.0, 132.0)","[84.0, inf)","[155.0, inf)","[37, 73)","[0.0, 102.0)"
